servername,gamescore,servePointProbability
Fabio Fognini,40-0,.63125002
Fabio Fognini,40-15,.62679428
Fabio Fognini,40-30,.60194176
Fabio Fognini,40-40,.5714286
Fabio Fognini,40-50,.57037038
Fabio Fognini,50-40,.59444445
Sergiy Stakhovsky,0-0,.62976408
Sergiy Stakhovsky,0-15,.60784316
Sergiy Stakhovsky,0-30,.67500001
Sergiy Stakhovsky,0-40,.73076922
Sergiy Stakhovsky,15-0,.63976943
Sergiy Stakhovsky,15-15,.6546185
Sergiy Stakhovsky,15-30,.62857145
Sergiy Stakhovsky,15-40,.61971831
Sergiy Stakhovsky,30-0,.67567569
Sergiy Stakhovsky,30-15,.62978721
Sergiy Stakhovsky,30-30,.62285715
Sergiy Stakhovsky,30-40,.73636365
Sergiy Stakhovsky,40-0,.57333332
Sergiy Stakhovsky,40-15,.6509434
Sergiy Stakhovsky,40-30,.59562844
Sergiy Stakhovsky,40-40,.59927797
Sergiy Stakhovsky,40-50,.62162161
Sergiy Stakhovsky,50-40,.68072289
Andreas Seppi,0-0,.62121212
Andreas Seppi,0-15,.61777776
Andreas Seppi,0-30,.74418604
Andreas Seppi,0-40,.63636363
Andreas Seppi,15-0,.6124661
Andreas Seppi,15-15,.60638297
Andreas Seppi,15-30,.59428573
Andreas Seppi,15-40,.62352943
Andreas Seppi,30-0,.64601767
Andreas Seppi,30-15,.66932273
Andreas Seppi,30-30,.58288771
Andreas Seppi,30-40,.54198474
Andreas Seppi,40-0,.65753424
Andreas Seppi,40-15,.6559633
Andreas Seppi,40-30,.59239131
Andreas Seppi,40-40,.65342963
Andreas Seppi,40-50,.59375
Andreas Seppi,50-40,.59116024
Germain Gigounon,0-0,.58333331
Germain Gigounon,0-15,.80000001
Germain Gigounon,0-30,0
Germain Gigounon,0-40,0
Germain Gigounon,15-0,.2857143
Germain Gigounon,15-15,.33333334
Germain Gigounon,15-30,.5
Germain Gigounon,15-40,0
Germain Gigounon,30-0,.5
Germain Gigounon,30-15,0
Germain Gigounon,30-30,.5714286
Germain Gigounon,30-40,0
Germain Gigounon,40-0,0
Germain Gigounon,40-15,0
Germain Gigounon,40-30,1
Rogerio Dutra Da Silva,0-0,.5
Rogerio Dutra Da Silva,0-15,.2
Rogerio Dutra Da Silva,0-30,.5
Rogerio Dutra Da Silva,0-40,1
Rogerio Dutra Da Silva,15-0,.40000001
Rogerio Dutra Da Silva,15-15,.75
Rogerio Dutra Da Silva,15-30,.33333334
Rogerio Dutra Da Silva,15-40,.5
Rogerio Dutra Da Silva,30-0,.5
Rogerio Dutra Da Silva,30-15,.75
Rogerio Dutra Da Silva,30-30,.5
Rogerio Dutra Da Silva,30-40,.33333334
Rogerio Dutra Da Silva,40-0,0
Rogerio Dutra Da Silva,40-15,0
Rogerio Dutra Da Silva,40-30,.60000002
Rogerio Dutra Da Silva,40-40,.33333334
Rogerio Dutra Da Silva,40-50,.5
Rogerio Dutra Da Silva,50-40,.5
Malek Jaziri,0-0,.60902256
Malek Jaziri,0-15,.55769229
Malek Jaziri,0-30,.65217394
Malek Jaziri,0-40,.5
Malek Jaziri,15-0,.5925926
Malek Jaziri,15-15,.6075269
Malek Jaziri,15-30,.55084747
Malek Jaziri,15-40,.58461541
Malek Jaziri,30-0,.58333331
Malek Jaziri,30-15,.65317917
Malek Jaziri,30-30,.56800002
Malek Jaziri,30-40,.6630435
Malek Jaziri,40-0,.66666669
Malek Jaziri,40-15,.71631205
Malek Jaziri,40-30,.63963962
Malek Jaziri,40-40,.57425743
Malek Jaziri,40-50,.67441863
Malek Jaziri,50-40,.62931037
Daniel Garza,0-0,.44444445
Daniel Garza,0-15,.60000002
Daniel Garza,0-30,1
Daniel Garza,15-0,.5
Daniel Garza,15-15,.40000001
Daniel Garza,15-30,.60000002
Daniel Garza,15-40,.5
Daniel Garza,30-0,.5
Daniel Garza,30-15,1
Daniel Garza,30-30,.66666669
Daniel Garza,30-40,.5
Daniel Garza,40-0,0
Daniel Garza,40-15,.75
Daniel Garza,40-30,.33333334
Daniel Garza,40-40,.66666669
Daniel Garza,40-50,0
Daniel Garza,50-40,1
Joao Souza,0-0,.65555555
Joao Souza,0-15,.65591395
Joao Souza,0-30,.59375
Joao Souza,0-40,.92307693
Joao Souza,15-0,.59887004
Joao Souza,15-15,.65151513
Joao Souza,15-30,.60000002
Joao Souza,15-40,.55263156
Joao Souza,30-0,.6509434
Joao Souza,30-15,.68292683
Joao Souza,30-30,.47435898
Joao Souza,30-40,.46774194
Joao Souza,40-0,.69565219
Joao Souza,40-15,.62857145
Joao Souza,40-30,.5131579
Joao Souza,40-40,.609375
Joao Souza,40-50,.62
Joao Souza,50-40,.6025641
Mikhail Kukushkin,0-0,.64454979
Mikhail Kukushkin,0-15,.56666666
Mikhail Kukushkin,0-30,.72307694
Mikhail Kukushkin,0-40,.6111111
Mikhail Kukushkin,15-0,.625
Mikhail Kukushkin,15-15,.6096257
Mikhail Kukushkin,15-30,.625
Mikhail Kukushkin,15-40,.5535714
Mikhail Kukushkin,30-0,.64705884
Mikhail Kukushkin,30-15,.58620691
Mikhail Kukushkin,30-30,.61904764
Mikhail Kukushkin,30-40,.64367819
Mikhail Kukushkin,40-0,.62727273
Mikhail Kukushkin,40-15,.62237763
Mikhail Kukushkin,40-30,.61379308
Mikhail Kukushkin,40-40,.5825243
Mikhail Kukushkin,40-50,.62790698
Mikhail Kukushkin,50-40,.66666669
Richard Gasquet,0-0,.65714288
Richard Gasquet,0-15,.6875
Richard Gasquet,0-30,.60000002
Richard Gasquet,0-40,.53333336
Richard Gasquet,15-0,.65652174
Richard Gasquet,15-15,.68730652
Richard Gasquet,15-30,.66438359
Richard Gasquet,15-40,.60000002
Richard Gasquet,30-0,.76490068
Richard Gasquet,30-15,.66211605
Richard Gasquet,30-30,.66836733
Richard Gasquet,30-40,.67307693
Richard Gasquet,40-0,.68398267
Richard Gasquet,40-15,.72659177
Richard Gasquet,40-30,.72058821
Richard Gasquet,40-40,.66222221
Richard Gasquet,40-50,.63157892
Richard Gasquet,50-40,.66442955
Marsel Ilhan,0-0,.62553191
Marsel Ilhan,0-15,.64772725
Marsel Ilhan,0-30,.67741936
Marsel Ilhan,0-40,.69999999
Marsel Ilhan,15-0,.57823128
Marsel Ilhan,15-15,.60504204
Marsel Ilhan,15-30,.69117647
Marsel Ilhan,15-40,.5714286
Marsel Ilhan,30-0,.5411765
Marsel Ilhan,30-15,.64864862
Marsel Ilhan,30-30,.60465115
Marsel Ilhan,30-40,.56
Marsel Ilhan,40-0,.73913044
Marsel Ilhan,40-15,.70238096
Marsel Ilhan,40-30,.66233766
Marsel Ilhan,40-40,.65625
Marsel Ilhan,40-50,.5151515
Marsel Ilhan,50-40,.60317463
Michael Russell,0-0,.72727275
Michael Russell,0-15,1
Michael Russell,15-0,.625
Michael Russell,15-15,.83333331
Michael Russell,15-30,1
Michael Russell,30-0,.40000001
Michael Russell,30-15,.625
Michael Russell,30-30,.5
Michael Russell,30-40,1
Michael Russell,40-0,1
Michael Russell,40-15,.40000001
Michael Russell,40-30,.80000001
Michael Russell,40-40,1
Michael Russell,50-40,1
Kenny De Schepper,0-0,.58823532
Kenny De Schepper,0-15,.2857143
Kenny De Schepper,0-30,.40000001
Kenny De Schepper,0-40,.33333334
Kenny De Schepper,15-0,.75
Kenny De Schepper,15-15,.66666669
Kenny De Schepper,15-30,.71428573
Kenny De Schepper,15-40,.25
Kenny De Schepper,30-0,.66666669
Kenny De Schepper,30-15,.72727275
Kenny De Schepper,30-30,.75
Kenny De Schepper,30-40,1
Kenny De Schepper,40-0,.89999998
Kenny De Schepper,40-15,.44444445
Kenny De Schepper,40-30,.45454547
Kenny De Schepper,40-40,.66666669
Kenny De Schepper,40-50,1
Kenny De Schepper,50-40,.89999998
Alejandro Falla,0-0,.55609757
Alejandro Falla,0-15,.54945058
Alejandro Falla,0-30,.56097561
Alejandro Falla,0-40,.33333334
Alejandro Falla,15-0,.58771932
Alejandro Falla,15-15,.58762884
Alejandro Falla,15-30,.65079367
Alejandro Falla,15-40,.4642857
Alejandro Falla,30-0,.68656719
Alejandro Falla,30-15,.64102566
Alejandro Falla,30-30,.55072463
Alejandro Falla,30-40,.56818181
Alejandro Falla,40-0,.52173913
Alejandro Falla,40-15,.54166669
Alejandro Falla,40-30,.59154928
Alejandro Falla,40-40,.61627907
Alejandro Falla,40-50,.54545456
Alejandro Falla,50-40,.73584908
Feliciano Lopez,0-0,.63806969
Feliciano Lopez,0-15,.67407405
Feliciano Lopez,0-30,.54545456
Feliciano Lopez,0-40,.77499998
Feliciano Lopez,15-0,.65546221
Feliciano Lopez,15-15,.64161849
Feliciano Lopez,15-30,.63953489
Feliciano Lopez,15-40,.68817204
Feliciano Lopez,30-0,.68269229
Feliciano Lopez,30-15,.66043615
Feliciano Lopez,30-30,.63926941
Feliciano Lopez,30-40,.72027969
Feliciano Lopez,40-0,.67605633
Feliciano Lopez,40-15,.72241992
Feliciano Lopez,40-30,.66972476
Feliciano Lopez,40-40,.63245034
Feliciano Lopez,40-50,.67567569
Feliciano Lopez,50-40,.72774869
Marco Chiudinelli,0-0,.68181819
Marco Chiudinelli,0-15,.5
Marco Chiudinelli,0-30,.71428573
Marco Chiudinelli,0-40,0
Marco Chiudinelli,15-0,.60000002
Marco Chiudinelli,15-15,.57894737
Marco Chiudinelli,15-30,.38461539
Marco Chiudinelli,15-40,.75
Marco Chiudinelli,30-0,.44444445
Marco Chiudinelli,30-15,.52380955
Marco Chiudinelli,30-30,.46666667
Marco Chiudinelli,30-40,.5714286
Marco Chiudinelli,40-0,1
Marco Chiudinelli,40-15,.36363637
Marco Chiudinelli,40-30,.64285713
Marco Chiudinelli,40-40,.82352942
Marco Chiudinelli,40-50,.33333334
Marco Chiudinelli,50-40,.78571427
Alexander Zverev,0-0,.63819093
Alexander Zverev,0-15,.5763889
Alexander Zverev,0-30,.59016395
Alexander Zverev,0-40,.44
Alexander Zverev,15-0,.5944882
Alexander Zverev,15-15,.66129035
Alexander Zverev,15-30,.58585858
Alexander Zverev,15-40,.63461536
Alexander Zverev,30-0,.66225165
Alexander Zverev,30-15,.67241377
Alexander Zverev,30-30,.6695652
Alexander Zverev,30-40,.57746476
Alexander Zverev,40-0,.66000003
Alexander Zverev,40-15,.65562916
Alexander Zverev,40-30,.58914727
Alexander Zverev,40-40,.73837209
Alexander Zverev,40-50,.68888891
Alexander Zverev,50-40,.62992126
Joao Olavo Souza,0-0,.53846157
Joao Olavo Souza,0-15,.83333331
Joao Olavo Souza,0-30,1
Joao Olavo Souza,15-0,.71428573
Joao Olavo Souza,15-15,.5714286
Joao Olavo Souza,15-30,.5
Joao Olavo Souza,15-40,.5
Joao Olavo Souza,30-0,1
Joao Olavo Souza,30-15,1
Joao Olavo Souza,30-30,1
Joao Olavo Souza,30-40,1
Joao Olavo Souza,40-0,.80000001
Joao Olavo Souza,40-15,.2
Joao Olavo Souza,40-30,.83333331
Joao Olavo Souza,40-40,.5
Joao Olavo Souza,40-50,1
Joao Olavo Souza,50-40,.66666669
Ze Zhang,0-0,.5
Ze Zhang,0-15,.51851851
Ze Zhang,0-30,.76923078
Ze Zhang,0-40,0
Ze Zhang,15-0,.55555558
Ze Zhang,15-15,.53846157
Ze Zhang,15-30,.59090906
Ze Zhang,15-40,.44444445
Ze Zhang,30-0,.60000002
Ze Zhang,30-15,.60000002
Ze Zhang,30-30,.47619048
Ze Zhang,30-40,.60000002
Ze Zhang,40-0,.55555558
Ze Zhang,40-15,.625
Ze Zhang,40-30,.375
Ze Zhang,40-40,.39393941
Ze Zhang,40-50,.55000001
Ze Zhang,50-40,.76923078
Japan Doubles,0-0,.77777779
Japan Doubles,0-15,.75
Japan Doubles,0-30,1
Japan Doubles,15-0,.64285713
Japan Doubles,15-15,.5
Japan Doubles,15-30,.80000001
Japan Doubles,15-40,1
Japan Doubles,30-0,.77777779
Japan Doubles,30-15,.83333331
Japan Doubles,30-30,.80000001
Japan Doubles,30-40,1
Japan Doubles,40-0,.85714287
Japan Doubles,40-15,.5
Japan Doubles,40-30,.5714286
Japan Doubles,40-40,.83333331
Japan Doubles,40-50,1
Japan Doubles,50-40,1
Skander Mansouri,0-0,.375
Skander Mansouri,0-15,.2
Skander Mansouri,0-30,1
Skander Mansouri,15-0,.33333334
Skander Mansouri,15-15,.66666669
Skander Mansouri,15-30,.60000002
Skander Mansouri,15-40,1
Skander Mansouri,30-0,1
Skander Mansouri,30-15,1
Skander Mansouri,30-30,.33333334
Skander Mansouri,30-40,.5
Skander Mansouri,40-0,1
Skander Mansouri,40-15,1
Skander Mansouri,40-30,1
Skander Mansouri,40-40,.33333334
Skander Mansouri,40-50,.5
Skander Mansouri,50-40,1
Aljax Bedene,0-0,.625
Aljax Bedene,0-15,.66666669
Aljax Bedene,0-30,0
Aljax Bedene,0-40,1
Aljax Bedene,15-0,.60000002
Aljax Bedene,15-15,.5
Aljax Bedene,15-30,1
Aljax Bedene,15-40,0
Aljax Bedene,30-0,.66666669
Aljax Bedene,30-15,.33333334
Aljax Bedene,30-30,.25
Aljax Bedene,30-40,1
Aljax Bedene,40-0,1
Aljax Bedene,40-15,1
Aljax Bedene,40-30,0
Aljax Bedene,40-40,.5
Aljax Bedene,40-50,.5
Aljax Bedene,50-40,.5
Juan Monaco,0-0,.58980042
Juan Monaco,0-15,.60000002
Juan Monaco,0-30,.62162161
Juan Monaco,0-40,.5714286
Juan Monaco,15-0,.59774435
Juan Monaco,15-15,.66972476
Juan Monaco,15-30,.56779659
Juan Monaco,15-40,.64179105
Juan Monaco,30-0,.6163522
Juan Monaco,30-15,.64734298
Juan Monaco,30-30,.52857143
Juan Monaco,30-40,.55045873
Juan Monaco,40-0,.59183675
Juan Monaco,40-15,.59195405
Juan Monaco,40-30,.60000002
Juan Monaco,40-40,.56557375
Juan Monaco,40-50,.61320752
Juan Monaco,50-40,.557971
Pere Riba,0-0,.63636363
Pere Riba,0-15,1
Pere Riba,15-0,.2857143
Pere Riba,15-15,1
Pere Riba,30-0,1
Pere Riba,30-15,.8888889
Pere Riba,30-30,1
Pere Riba,40-0,1
Pere Riba,40-15,.625
Pere Riba,40-30,.5
Pere Riba,40-40,1
Pere Riba,50-40,1
Mikhail Youzhny,0-0,.61676645
Mikhail Youzhny,0-15,.6015625
Mikhail Youzhny,0-30,.50980395
Mikhail Youzhny,0-40,.47999999
Mikhail Youzhny,15-0,.62621361
Mikhail Youzhny,15-15,.59740257
Mikhail Youzhny,15-30,.57954544
Mikhail Youzhny,15-40,.65306121
Mikhail Youzhny,30-0,.64341086
Mikhail Youzhny,30-15,.67391306
Mikhail Youzhny,30-30,.5
Mikhail Youzhny,30-40,.5625
Mikhail Youzhny,40-0,.67469877
Mikhail Youzhny,40-15,.65833336
Mikhail Youzhny,40-30,.6179775
Mikhail Youzhny,40-40,.5147059
Mikhail Youzhny,40-50,.5
Mikhail Youzhny,50-40,.65714288
Blav Kavcic,0-0,.5714286
Blav Kavcic,0-15,0
Blav Kavcic,0-30,0
Blav Kavcic,0-40,0
Blav Kavcic,15-0,.5
Blav Kavcic,15-15,.5
Blav Kavcic,15-30,1
Blav Kavcic,30-0,0
Blav Kavcic,30-15,.33333334
Blav Kavcic,30-30,.33333334
Blav Kavcic,30-40,.5
Blav Kavcic,40-15,0
Blav Kavcic,40-30,1
Blav Kavcic,40-40,1
Blav Kavcic,50-40,1
Rui Machado,0-0,.45833334
Rui Machado,0-15,.69230771
Rui Machado,0-30,.5
Rui Machado,0-40,1
Rui Machado,15-0,.81818181
Rui Machado,15-15,.36363637
Rui Machado,15-30,.8888889
Rui Machado,15-40,.33333334
Rui Machado,30-0,.44444445
Rui Machado,30-15,.55555558
Rui Machado,30-30,.5
Rui Machado,30-40,.71428573
Rui Machado,40-0,.25
Rui Machado,40-15,.625
Rui Machado,40-30,.66666669
Rui Machado,40-40,.42857143
Rui Machado,40-50,.625
Rui Machado,50-40,.83333331
Lucas Miedler,0-0,.61538464
Lucas Miedler,0-15,.40000001
Lucas Miedler,0-30,.33333334
Lucas Miedler,0-40,.5
Lucas Miedler,15-0,.625
Lucas Miedler,15-15,.60000002
Lucas Miedler,15-30,.66666669
Lucas Miedler,15-40,.5
Lucas Miedler,30-0,.80000001
Lucas Miedler,30-15,.5
Lucas Miedler,30-30,.5
Lucas Miedler,30-40,.66666669
Lucas Miedler,40-0,.75
Lucas Miedler,40-15,.33333334
Lucas Miedler,40-30,.5
Lucas Miedler,40-40,.875
Lucas Miedler,40-50,1
Lucas Miedler,50-40,.5714286
Jeremy Chardy,0-0,.65987462
Jeremy Chardy,0-15,.67741936
Jeremy Chardy,0-30,.61428571
Jeremy Chardy,0-40,.5925926
Jeremy Chardy,15-0,.66508311
Jeremy Chardy,15-15,.6701389
Jeremy Chardy,15-30,.63768119
Jeremy Chardy,15-40,.66666669
Jeremy Chardy,30-0,.6857143
Jeremy Chardy,30-15,.70106763
Jeremy Chardy,30-30,.58720928
Jeremy Chardy,30-40,.65217394
Jeremy Chardy,40-0,.71875
Jeremy Chardy,40-15,.64940238
Jeremy Chardy,40-30,.63492066
Jeremy Chardy,40-40,.58712119
Jeremy Chardy,40-50,.58715594
Jeremy Chardy,50-40,.63870966
Yaraslav Shyla,0-0,.625
Yaraslav Shyla,0-15,.66666669
Yaraslav Shyla,0-30,1
Yaraslav Shyla,15-0,.2
Yaraslav Shyla,15-15,.5
Yaraslav Shyla,15-30,.75
Yaraslav Shyla,15-40,0
Yaraslav Shyla,30-0,1
Yaraslav Shyla,30-15,.33333334
Yaraslav Shyla,30-30,.40000001
Yaraslav Shyla,30-40,.33333334
Yaraslav Shyla,40-0,1
Yaraslav Shyla,40-15,0
Yaraslav Shyla,40-30,1
Yaraslav Shyla,40-40,0
Yaraslav Shyla,40-50,.5
Tobias Kamke,0-0,.58227849
Tobias Kamke,0-15,.54545456
Tobias Kamke,0-30,.73333335
Tobias Kamke,0-40,.5
Tobias Kamke,15-0,.56521738
Tobias Kamke,15-15,.60526317
Tobias Kamke,15-30,.65384614
Tobias Kamke,15-40,.36363637
Tobias Kamke,30-0,.53846157
Tobias Kamke,30-15,.45714286
Tobias Kamke,30-30,.66666669
Tobias Kamke,30-40,.5625
Tobias Kamke,40-0,.5714286
Tobias Kamke,40-15,.68181819
Tobias Kamke,40-30,.61290324
Tobias Kamke,40-40,.63636363
Tobias Kamke,40-50,.25
Tobias Kamke,50-40,.5714286
Pablo Carreno Busta,0-0,.79166669
Pablo Carreno Busta,0-15,.40000001
Pablo Carreno Busta,0-30,.66666669
Pablo Carreno Busta,0-40,1
Pablo Carreno Busta,15-0,.68421054
Pablo Carreno Busta,15-15,.375
Pablo Carreno Busta,15-30,.85714287
Pablo Carreno Busta,15-40,1
Pablo Carreno Busta,30-0,.92307693
Pablo Carreno Busta,30-15,.25
Pablo Carreno Busta,30-30,.8888889
Pablo Carreno Busta,30-40,1
Pablo Carreno Busta,40-0,.66666669
Pablo Carreno Busta,40-15,.60000002
Pablo Carreno Busta,40-30,.69999999
Pablo Carreno Busta,40-40,.66666669
Pablo Carreno Busta,40-50,.75
Pablo Carreno Busta,50-40,.625
Henri Laaksonen,0-0,.39130434
Henri Laaksonen,0-15,.5714286
Henri Laaksonen,0-30,.33333334
Henri Laaksonen,0-40,.5
Henri Laaksonen,15-0,.55555558
Henri Laaksonen,15-15,.41666666
Henri Laaksonen,15-30,.44444445
Henri Laaksonen,15-40,.42857143
Henri Laaksonen,30-0,.60000002
Henri Laaksonen,30-15,.85714287
Henri Laaksonen,30-30,.60000002
Henri Laaksonen,30-40,.80000001
Henri Laaksonen,40-0,.66666669
Henri Laaksonen,40-15,.5714286
Henri Laaksonen,40-30,.83333331
Henri Laaksonen,40-40,.38461539
Henri Laaksonen,40-50,.75
Henri Laaksonen,50-40,.60000002
Bjorn Fratangelo,0-0,.71428573
Bjorn Fratangelo,0-15,.5
Bjorn Fratangelo,0-30,0
Bjorn Fratangelo,0-40,0
Bjorn Fratangelo,15-0,.40000001
Bjorn Fratangelo,15-15,.25
Bjorn Fratangelo,15-30,.33333334
Bjorn Fratangelo,15-40,.5
Bjorn Fratangelo,30-0,1
Bjorn Fratangelo,30-15,1
Bjorn Fratangelo,30-30,0
Bjorn Fratangelo,30-40,0
Bjorn Fratangelo,40-0,1
Bjorn Fratangelo,40-15,0
Bjorn Fratangelo,40-30,1
Matthew Ebden,0-0,.71264368
Matthew Ebden,0-15,.68000001
Matthew Ebden,0-30,.75
Matthew Ebden,0-40,1
Matthew Ebden,15-0,.64516127
Matthew Ebden,15-15,.61538464
Matthew Ebden,15-30,.76190478
Matthew Ebden,15-40,.5714286
Matthew Ebden,30-0,.57499999
Matthew Ebden,30-15,.51219511
Matthew Ebden,30-30,.69444442
Matthew Ebden,30-40,.60000002
Matthew Ebden,40-0,.65217394
Matthew Ebden,40-15,.82758623
Matthew Ebden,40-30,.60000002
Matthew Ebden,40-40,.68181819
Matthew Ebden,40-50,.71428573
Matthew Ebden,50-40,.56666666
Liam Broady,0-0,.68085104
Liam Broady,0-15,.46666667
Liam Broady,0-30,.75
Liam Broady,0-40,.5
Liam Broady,15-0,.75
Liam Broady,15-15,.60000002
Liam Broady,15-30,.66666669
Liam Broady,15-40,1
Liam Broady,30-0,.75
Liam Broady,30-15,.73333335
Liam Broady,30-30,.66666669
Liam Broady,30-40,.66666669
Liam Broady,40-0,.6111111
Liam Broady,40-15,.66666669
Liam Broady,40-30,.5714286
Liam Broady,40-40,.4642857
Liam Broady,40-50,.80000001
Liam Broady,50-40,.69230771
Constant Lestienne,0-0,.75
Constant Lestienne,0-15,.5
Constant Lestienne,0-30,1
Constant Lestienne,15-0,.33333334
Constant Lestienne,15-15,.40000001
Constant Lestienne,15-30,.25
Constant Lestienne,15-40,.33333334
Constant Lestienne,30-0,0
Constant Lestienne,30-15,.25
Constant Lestienne,30-30,.75
Constant Lestienne,30-40,.5
Constant Lestienne,40-15,1
Constant Lestienne,40-30,.33333334
Constant Lestienne,40-40,.16666667
Constant Lestienne,40-50,.40000001
Constant Lestienne,50-40,0
Damir Dzumhur,0-0,.64161849
Damir Dzumhur,0-15,.51612902
Damir Dzumhur,0-30,.60000002
Damir Dzumhur,0-40,.41666666
Damir Dzumhur,15-0,.63963962
Damir Dzumhur,15-15,.56944442
Damir Dzumhur,15-30,.51020408
Damir Dzumhur,15-40,.51724136
Damir Dzumhur,30-0,.59154928
Damir Dzumhur,30-15,.67142856
Damir Dzumhur,30-30,.5625
Damir Dzumhur,30-40,.47222221
Damir Dzumhur,40-0,.71428573
Damir Dzumhur,40-15,.67796612
Damir Dzumhur,40-30,.56521738
Damir Dzumhur,40-40,.625
Damir Dzumhur,40-50,.33333334
Damir Dzumhur,50-40,.65714288
Christopher Eubanks,0-0,.625
Christopher Eubanks,0-15,0
Christopher Eubanks,0-30,.33333334
Christopher Eubanks,0-40,.5
Christopher Eubanks,15-0,.2
Christopher Eubanks,15-15,.5
Christopher Eubanks,15-30,.66666669
Christopher Eubanks,15-40,1
Christopher Eubanks,30-0,1
Christopher Eubanks,30-15,.5
Christopher Eubanks,30-30,.33333334
Christopher Eubanks,30-40,.75
Christopher Eubanks,40-0,1
Christopher Eubanks,40-15,1
Christopher Eubanks,40-30,1
Christopher Eubanks,40-40,.625
Christopher Eubanks,40-50,.33333334
Christopher Eubanks,50-40,.2
David Goffin,0-0,.63523954
David Goffin,0-15,.61864406
David Goffin,0-30,.6111111
David Goffin,0-40,.51428574
David Goffin,15-0,.6618005
David Goffin,15-15,.58947366
David Goffin,15-30,.62209302
David Goffin,15-40,.67469877
David Goffin,30-0,.68014705
David Goffin,30-15,.64705884
David Goffin,30-30,.56852794
David Goffin,30-40,.55319148
David Goffin,40-0,.7027027
David Goffin,40-15,.67272729
David Goffin,40-30,.64673913
David Goffin,40-40,.5970149
David Goffin,40-50,.57407409
David Goffin,50-40,.60624999
Gilles Muller,0-0,.65634221
Gilles Muller,0-15,.71673822
Gilles Muller,0-30,.74242425
Gilles Muller,0-40,.64705884
Gilles Muller,15-0,.65393257
Gilles Muller,15-15,.66666669
Gilles Muller,15-30,.69230771
Gilles Muller,15-40,.57627118
Gilles Muller,30-0,.71477664
Gilles Muller,30-15,.73400676
Gilles Muller,30-30,.58288771
Gilles Muller,30-40,.71428573
Gilles Muller,40-0,.72115386
Gilles Muller,40-15,.692029
Gilles Muller,40-30,.68041235
Gilles Muller,40-40,.64814812
Gilles Muller,40-50,.70526314
Gilles Muller,50-40,.65142858
Kyle Edmund,0-0,.69565219
Kyle Edmund,0-15,.5714286
Kyle Edmund,0-30,.66666669
Kyle Edmund,0-40,.5
Kyle Edmund,15-0,.5625
Kyle Edmund,15-15,.63636363
Kyle Edmund,15-30,.625
Kyle Edmund,15-40,.45454547
Kyle Edmund,30-0,.55555558
Kyle Edmund,30-15,.56818181
Kyle Edmund,30-30,.7352941
Kyle Edmund,30-40,.5714286
Kyle Edmund,40-0,.44999999
Kyle Edmund,40-15,.47222221
Kyle Edmund,40-30,.59090906
Kyle Edmund,40-40,.66666669
Kyle Edmund,40-50,.5
Kyle Edmund,50-40,.6785714
Andy Murray,0-0,.65686274
Andy Murray,0-15,.64126986
Andy Murray,0-30,.56637168
Andy Murray,0-40,.63265306
Andy Murray,15-0,.65008295
Andy Murray,15-15,.72639227
Andy Murray,15-30,.56497175
Andy Murray,15-40,.62037039
Andy Murray,30-0,.71428573
Andy Murray,30-15,.64320385
Andy Murray,30-30,.61943322
Andy Murray,30-40,.6583851
Andy Murray,40-0,.6892857
Andy Murray,40-15,.65625
Andy Murray,40-30,.65328467
Andy Murray,40-40,.67039108
Andy Murray,40-50,.65254235
Andy Murray,50-40,.66666669
Mischa Zverev,0-0,.64534885
Mischa Zverev,0-15,.72131145
Mischa Zverev,0-30,.52941179
Mischa Zverev,0-40,.625
Mischa Zverev,15-0,.66666669
Mischa Zverev,15-15,.61728394
Mischa Zverev,15-30,.64999998
Mischa Zverev,15-40,.57894737
Mischa Zverev,30-0,.63513511
Mischa Zverev,30-15,.61038959
Mischa Zverev,30-30,.625
Mischa Zverev,30-40,.53125
Mischa Zverev,40-0,.61702126
Mischa Zverev,40-15,.6769231
Mischa Zverev,40-30,.5535714
Mischa Zverev,40-40,.56410259
Mischa Zverev,40-50,.64705884
Mischa Zverev,50-40,.68181819
Tim Smyczek,0-0,.51376146
Tim Smyczek,0-15,.52830189
Tim Smyczek,0-30,.44
Tim Smyczek,0-40,.60714287
Tim Smyczek,15-0,.6875
Tim Smyczek,15-15,.5714286
Tim Smyczek,15-30,.57377046
Tim Smyczek,15-40,.69767439
Tim Smyczek,30-0,.63636363
Tim Smyczek,30-15,.53750002
Tim Smyczek,30-30,.72222221
Tim Smyczek,30-40,.44
Tim Smyczek,40-0,.63265306
Tim Smyczek,40-15,.6557377
Tim Smyczek,40-30,.6438356
Tim Smyczek,40-40,.47572815
Tim Smyczek,40-50,.64814812
Tim Smyczek,50-40,.59183675
Maxime Teixeira,0-0,.75
Maxime Teixeira,0-15,0
Maxime Teixeira,0-30,0
Maxime Teixeira,0-40,0
Maxime Teixeira,15-0,.33333334
Maxime Teixeira,15-15,.5
Maxime Teixeira,15-30,.5
Maxime Teixeira,15-40,1
Maxime Teixeira,30-0,.5
Maxime Teixeira,30-15,0
Maxime Teixeira,30-30,.25
Maxime Teixeira,30-40,.75
Maxime Teixeira,40-0,1
Maxime Teixeira,40-30,0
Maxime Teixeira,40-40,.77777779
Maxime Teixeira,40-50,.5
Maxime Teixeira,50-40,.42857143
Christian Lindell,0-0,.4848485
Christian Lindell,0-15,.58823532
Christian Lindell,0-30,.42857143
Christian Lindell,0-40,.5
Christian Lindell,15-0,.6875
Christian Lindell,15-15,.40000001
